en,ko
leicester,레스터
leipzig,라이프치히
leisure,레저
lengths,길이
leno,레노
leo,리오
leone,레온
leonid,레오니트
leopold,레오폴드
leopold,레오폴트
lesbian,레즈비언
lethal,치명적
levels,수준
lever,레버
lexicon,어휘
lexington,렉싱턴
león,레온
liberia,라이베리아
libya,리비아
libyan,리비아
licence,라이선스
licensing,라이선스
life,인생
lifestyle,라이프스타일
lifestyle,생활
ligament,인대
light,라이트
lighter,라이터
lighter,라이터
liked,좋아한
lila,라일라
lily,릴리
limit,한계
limitations,제한
limitations,한계
limited,제한된
liner,라이너
lineup,라인업
linguistics,언어학
linux,linux
lira,리라
lisbon,리스본
lisp,리스프
listening,듣기
listening,청취
liturgical,전례
liver,간간
liver,간디
livestock,가축
loading,로딩
loans,대출
lobbyist,로비스트
locals,지역주민
locations,위치
locked,잠겨
logan,로건
logged,기록함
logistics,물류
lonely,외로워
lonely,외로움
lonely,외로운
longstreet,롱스트리트
loosely,느슨하게
lorenzo,로렌조
lorraine,로레인
lorraine,로렌
lotus,로터스
lou,루키
louise,루이즈
lovers,연인들
lovers,연인
loyal,충성
loyal,충실
loyalty,충성
loyalty,멤버십
luckily,다행히
ludwig,루트비히
lugano,루가노
luggage,수하물
lunar,음력
lunch,점심
lunch,도시락
lung,허파
lungs,폐지
luther,루터
luxury,럭셔리
luxury,명품
lyme,라임
lynch,린치
lyrics,노랫말
macedon,마케도니아
macedonia,마케도니아
macedonian,마케도니아
macedonian,마케도니아어
macedonian,마케도니아인
machinery,기계
mackenzie,맥켄지
mackenzie,매켄지
madagascar,마다가스카
madagascar,마다가스카르
madonna,성모
madonna,마돈나
mae,메이
mafia,마피아
magic,마술
magical,마법
magnets,자석
mahjong,마작
maiden,처녀
maiko,마이코
mail,편지
makassar,마카사르
maker,메이커
makoto,마코토
malay,말레이어
malay,말레이시아어
malaysian,말레이시아
malik,말리크
malnutrition,영양실조
mambo,mambo
mandate,위임통치령
mandatory,필수
manifesto,선언
manner,태도
manners,매너
manslaughter,살인죄
manuals,메뉴얼
manufacture,제조
maple,단풍
maple,메이플
maple,단풍나무
mapo,마포구
mapped,매핑
mapping,매핑
mapping,맵핑
marble,대리석
marcel,마르셀
marching,행진
marcus,마커스
mari,마리
marie,마리
marilyn,마릴린
marina,마리나
marker,마커
markets,시장
marlboro,말보로
martin,마틴
martinelli,마르티넬리
martini,마티니
marx,마르크스
masatoshi,마사토시
masking,마스킹
masks,마스크
massacre,학살
massages,안마
masses,질량
masses,덩어리
matching,일치하는
matching,일치
matching,매칭
mathematician,수학자
matthews,매튜스
mature,성숙한
mature,성숙
mature,성숙
maxwell,맥스웰
mccarthy,매카시
mcdonalds,맥도날드
mcp,mcp
mcu,mcu
meaningful,의미있는
meanings,의미
measurements,측정
measures,대책
mecca,메카
mechanisms,메커니즘
meditate,명상
meeting,만남
meeting,모임
mega,메가
mekong,메콩
melody,멜로디
melt,녹아
melville,멜빌
member,회원
memoir,회고록
memoirs,회고록
memoirs,회상록
memorial,기념관
mensa,멘사
mentally,정신적
mention,언급하기
mentor,멘토
menu,메뉴
merchants,상인인
merchants,상인
mercy,자비
merge,통합
merits,장점
mesut,메수트
meta,메타
metals,금속
meteorite,운석
method,방법
mets,메츠
meyer,마이어
meyers,마이어스
miaoli,먀오리
mice,생쥐
michelle,미셸
mickey,미키
micro,마이크로소프트
micro,마이크로
microblogging,마이크로블로그
micrometer,나노미터
microsystems,마이크로시스템즈
middle,중간
midway,미드웨이
mikoyan,미코얀
mild,가벼운
mileage,마일리지
minamata,미나마타
minds,마인드
minecraft,마인크래프트
minerals,미네랄
miners,광부
mines,지뢰
mini,미니
minneapolis,미니애폴리스
minnesota,미네소타
minority,소수
miracle,기적
miranda,미란다
mirror,미러
mirrors,미러
miscellaneous,기타
missiles,미사일
missionaries,선교사
missionary,선교사
missions,미션
mistaken,착각
mistakes,실수
miu,miu
mix,섞어
modeling,모델링
modems,모뎀
modify,수정
mods,개조
modulation,변조
mohamed,모하메드
mohammad,모하마드
mohammad,모하마드
mohammed,무함마드
mohammed,모하메드
moist,촉촉한
moldova,몰도바
molecules,분자
moments,moments
mona,모나
monaco,모나코
monarch,모나크
monarchs,모나크스
monarchy,군주제
monarchy,군주
monasteries,수도원
mongolia,몽골
mongols,몽골인
monica,모니카
monkey,원숭이
monkey,몽키
monolithic,모놀리식
monsters,몬스터즈
monsters,괴물
monsters,몬스터
montenegro,몬테네그로
monthly,매달
montserrat,몬트세랫
mood,기분
mood,분위기
mos,모스
mos,mos
moss,이끼
motels,모텔
motivation,동기부여
motorsport,모터스포츠
motorsport,모터스포츠
motorsports,모터스포츠
motto,좌우명
mottos,표어
mousse,무스
mozart,모차르트
mozilla,모질라
mrt,mrt
msc,msc
msg,msg
msnbc,msnbc
mud,머드
mud,머드
mud,진흙
multiplayer,멀티플레이어
mural,벽화
murderer,살인범
musician,연주자
musket,머스킷
myanmar,미얀마어
myanmar,미얀마
myers,마이어스
mystic,미스틱
myth,신화
mythology,신화
nail,손톱
namespace,네임스페이스
namibia,나미비아
namibian,나미비아
nanometer,나노미터
narcotics,마약
nash,내시
nassau,나사우
nationalism,내셔널리즘
nationalism,국민주의
nationalism,민족주의
nationals,내셔널스
natives,원주민
navigators,네비게이터
ncc,ncc
neighborhoods,동네
neighbourhood,근방
nerve,신경
nervous,긴장감
nervous,긴장
nest,둥지
networking,네트워크
networking,네트워킹
neutral,중성
neutrality,중립성
neutrality,중립
newark,뉴어크
newman,뉴먼
newsletter,뉴스레터
newsletters,뉴스레터
nickel,니켈
nicole,니콜
nielsen,닐센
nielsen,닐슨
nigel,나이젤
nigga,흑인
nikephoros,니케포루스
nils,닐스
nimitz,니미츠
nixon,닉슨
noah,노아
noose,올가미
nordic,스칸디나비아
nordic,노르딕
norm,노름
norm,규범
norman,노먼
normandy,노르망디
northeast,북동
northwest,노스웨스트
norwich,노리치
notary,공증인
notation,표기
notation,표기법
notices,공지사항
notices,공지
notification,알림
novels,소설
nps,nps
nsw,nsw
nukes,핵무기
nurses,간호사
nutrition,영양실조
nwa,nwa
obedience,순종
obedient,순종
objectives,목표
obsessed,집착
ocarina,오카리나
occurs,발생
oceania,오세아니아
odds,확률
odds,확률
officer,장교
officially,officially
oldham,올덤
olive,올리브
olympiacos,올림피아코스
omaha,오마하
oman,오만의
oman,오만
omar,오마르
opaque,불투명
optical,광학
optimize,최적화
options,옵션
oral,구강
orcas,범고래
ore,광석
organisms,미생물
organs,장기
oriental,동양
orlando,올랜도
orphan,고아
osaka,오사카
ost,ost
other,다른
ottawa,오타와
outcome,결과
outlined,윤곽
overcome,극복
override,덮어쓰기
overwrites,덮어쓰기
owl,올빼미
owl,부엉이
package,소포
package,패키지
packets,패킷
padua,파도바
page,페이지
pahlavi,팔라비
palmer,파머
paltrow,팰트로
panama,파나마
panamanian,파나마
panamá,파나마
panels,패널
paperback,페이퍼백
papua,파푸아
papua,파푸아
paragraphs,단락
paraguay,파라과이
paramount,파라마운트
params,인자
parkway,파크웨이
parody,패러디
part,부품
participant,참가자
participants,참가자
partition,분할
partition,파티션
passenger,여객
passion,열정
passive,수동적
passover,유월절
patch,패치
paths,경로
patricia,패트리샤
patriots,애국자
pavilion,파빌리온
paying,지불
payments,송금
payments,결제
payouts,정산
pbc,pbc
pbs,pbs
pcs,pc
peaceful,평화로운
peaceful,평화롭고
peaks,봉우리
peaks,봉우리
pearson,피어슨
peasant,농민
pec,pec
penelope,페넬로페
penguin,펭귄
penis,성기
penny,페니
pension,연금
pensions,연금
pepper,후추
pepper,후추
pepper,고추
pepper,페퍼
percentage,퍼센트
perception,인식
perception,지각
percy,퍼시
performances,공연
perfume,향수
perks,특전
persecution,박해
persian,페르시안
perspective,관점
persuaded,설득
peruvian,페루
peters,피터스
peterson,피터슨
petri,페트리
petrol,가솔린
petty,페티
pgm,pgm
phantom,팬텀
phantom,팬텀
phenomena,현상
phillip,필립
philosopher,철학
philosophers,철학자
philosophers,철학자들
phipps,핍스
phobias,공포증
phones,전화기
phones,전화
photocopier,복사기
photogenic,포토제닉
photographers,사진관
photographers,사진사
photographers,사진작가
physicist,물리학자
physique,체격
piano,피아노
picasso,피카소
pickles,피클
picnic,피크닉
pier,부두
pierce,피어스
pierce,피어스
pig,돼지
pillows,베개
pioneers,선구자
pioneers,개척자
pipeline,파이프라인
pipes,파이프
piraeus,피레아스
pistol,권총
pistol,피스톨
pitchers,투수
pitching,투수
pizzas,피자
placement,배치
planes,비행기
planets,행성
plant,공장
plantation,플랜테이션
planted,심어
plasma,플라스마
plasma,플라즈마
plastic,플라스틱
platforms,플랫폼
platinum,플래티넘
playoffs,플레이오프
pleasure,쾌락
pleasure,기쁨
pleasure,즐거움
plenary,본회의
plenty,넉넉한
plug,플러그인
plug,플러그
plural,복수
plural,복수형
poincaré,푸앵카레
pointless,무의미한
poison,독도
poison,독도
poker,포커
poker,포커
polar,극성
poles,폴란드인
pollination,수분
polling,폴링
polls,설문
polls,설문조사
pollution,오염
poly,폴리
portable,휴대용
portable,포터블
portable,휴대
portfolio,포트폴리오
porto,포르투
porto,포르토
portsmouth,포츠머스
pos,pos
position,위치
posix,posix
posters,포스터
posthumous,부관
posts,게시물
pot,화분
pot,냄비
pottery,도자기
pour,부어
powder,파우더
powder,가루
powerful,강력한
ppv,ppv
prairie,프레리
praise,칭찬
pratt,프랫
precedent,선례
precipitation,강수
precisely,정확히
precisely,정확히
precisely,정확하게
precision,정밀
precision,정밀도
prediction,예측
predictions,예측
prefix,접두사
prefix,접두어
pregnancy,임신
prehistoric,선사시대
prejudice,편견
prelude,전주곡
premiership,프리미어십
preparedness,대비
preposition,전치사
preview,미리보기
prey,먹이
priestley,프리스틀리
primitive,원시
priorities,우선순위
priority,우선순위
prison,감옥
privileges,권한
prizes,상금
procedure,절차
proceed,진행
proceed,진행하기
processor,프로세서
production,제작
productive,생산적
profits,이익
profits,수익
prohibited,금지
prohibition,금주법
projected,투영
projectors,프로젝터
promises,약속
promotion,승진
promotions,홍보
pronoun,대명사
pronunciation,발음
prophet,예언자
proportion,비율
proportion,비례
prosecution,기소
prospect,전망
protagonist,주인공
protective,보호
protein,단백질
protestantism,개신교
protestants,개신교
proud,자랑
proverb,속담
provider,제공자
provider,공급자
providers,공급자
proximity,근접
psg,psg
pty,pty
publications,출판물
published,출판
published,출판됨
publishing,게시
pump,펌프
punch,펀치
pupil,눈동자
pupil,동공
puppet,꼭두각시
purchase,구매
purpose,목적
puzzle,퍼즐
pvp,pvp
pyramid,피라미드
pérez,페레스
pérez,페레즈
qatar,카타르
quality,품질
quality,퀄리티
quantities,수량
quantity,수량
quarrel,싸움
quarterly,분기
quarterly,분기
quasar,퀘이커
quentin,쿠엔틴
query,검색어
query,조회
query,쿼리
quit,끝내기
quit,종료
rabbit,토끼
rabbit,토끼
racism,인종차별
racist,인종차별
racist,인종차별
radeon,라데온
radial,시선
radiating,방산
radius,반지름
rag,rag
ragnarok,라그나로크
rainbow,무지개
rainbow,레인보우
raisin,건포도
rallying,랠리
rams,램스
randolph,랜돌프
randomly,무작위로
ranger,레인저
rank,계급
rating,별점
rational,합리적
rayleigh,레일리
reaction,공감
reaction,반응
reactor,원자로
read,읽음
realistic,현실적
realm,왕국
reasons,이유
rebecca,레베카
rebecca,리베카
receiver,수신기
receptor,수용체
recommendations,추천
recover,복구
recover,복구
recover,회복
recovery,복구
recreational,레크리에이션
rectangular,직사각형
rectangular,사각형
recycled,재활용
red,붉은색
reds,레즈
reef,암초
reeves,리브스
reference,참고
reflection,반영
reflection,반사
reformation,종교개혁
refrigeration,냉장
refuse,거절
regulate,규제
regulated,규제
regulator,조절
regulatory,규제
rehabilitation,재활
reid,리드
rejection,거절
relationships,관계
relevance,관련성
remake,리메이크
remarriage,재혼
remote,원격
renault,르노
render,렌더링
rendering,렌더링
rent,렌트
rent,임대료
rent,임대료
rent,월세
rent,임대
rené,레네
rené,르네
repairs,수리
repayment,상환
replacements,리플레이스먼트
replay,리플레이
replied,답글
reporters,기자
reporting,보고서
reputation,명성
requiem,레퀴엠
research,연구
researcher,연구자
researcher,연구원
reservation,예약
residence,주택지
residents,레지던트
resolution,해상도
restriction,제한
retire,은퇴
return,귀환
reunion,동창회
reunited,재결합
reviews,리뷰
revision,리비전
revoke,박탈
reward,보상
rewarding,보람
rewrite,재작성
rex,렉스
rex,렉스
reyes,레예스
rfid,rfid
rhine,라인
rib,갈비
ribbon,리본
ricardo,히카르도
ricardo,리카르도
ricardo,히카르두
rides,놀이기구
riding,라이딩
rifles,소총
riley,라일리
rio,리오
riot,폭동
riots,폭동
risks,리스크
risks,위험
rita,리타
ritchie,리치
ritual,의식
riverside,리버사이드
robins,로빈스
rockets,로켓
rodney,로드니
rodriguez,로드리게스
rodriguez,로드리게즈
rolls,롤스
rolls,롤스
roma,로마
romans,로마인
romeo,로미오
roosters,수탉
rope,밧줄
rope,로프
rope,줄넘기
roses,장미
ross,로스
rostock,로스토크
rotterdam,로테르담
round,라운드
routed,라우팅
rtm,rtm
rts,rts
rubber,고무
ruby,루비
rudolf,루돌프
russians,러시아인
sacramento,새크라멘토
sacrifice,희생
safe,안전한
saga,사가
sagittarius,궁수자리
sailor,세일러
sakhalin,사할린
salary,급여
salary,월급
salisbury,솔즈베리
sally,샐리
salmon,연어
salo,살로
salon,미용실
salon,살롱
samir,사미르
samoa,사모아
sandbox,샌드박스
sanders,샌더스
sangin,상인
sanitation,위생
sanskrit,산스크리트어
santa,산타
santo,산토
santo,산토
santorini,산토리니
sara,사라
sara,세라
sarawak,사라왁
satellites,인공위성
satellites,위성
satellites,인공위성
satisfied,만족
satomi,사토미
saturn,토성
saves,저장
savings,저축
sax,삭스
scalar,스칼라
scale,규모
scales,저울
scan,스캔
scenario,시나리오는
scenario,시나리오
scheme,배열
schemes,스킴
schilling,실링
schmidt,슈미트
scientific,과학
scorpius,전갈자리
scots,스코틀랜드인
scots,스코틀랜드
scots,스코트어
scout,스카우트
scouting,스카우트
scratch,스크래치
screening,시사회
screening,상영
screenshot,스크린샷
script,스크립트
scripts,스크립트
scroll,스크롤
scsi,scsi
sds,sds
search,찾기
season,시즌
seasonal,계절
seating,좌석
secondly,두번째로
secretary,비서
secrets,비밀
sectors,섹터
securities,증권
sed,sed
segmentation,세그멘테이션
segovia,세고비아
sen,센다
sen,센다
senator,상원의원
sends,보냅니다
sensitive,민감한
sensors,센서
seodaemun,서대문
sequence,순서
sequences,시퀀스
seriously,진심
seriously,심각하게
sermon,설교
servers,서버
servers,서버
setsuko,세츠코
seventeen,세븐틴
seventeen,열일곱
seymour,시모어
sgn,sgn
shade,그늘
shadows,섀도
shadows,그림자
shaft,샤프트
shallow,얕은
shampoos,샴푸
shane,셰인
shannon,섀넌
shapes,모양
sharepoint,셰어포인트
shark,상어
sharks,상어
sharp,샤프
shaver,면도기
shaves,면도
she,그녀
sheikh,셰이크
shepherd,양치기
shepherd,셰퍼드
sherman,셔먼
shillings,실링
shimomura,시모무라
shining,빛나고
shirley,셜리
shirt,셔츠
shiva,시바
shoes,신발
shoots,새싹
shops,가게
short,짧게
shortened,단축
shortened,단축
shorter,짧게
shuttle,셔틀
siblings,형제
siblings,남매
siblings,형제자매
siblings,형제
sicily,시칠리아
sick,아파
sidney,시드니
sierra,시에라
sigma,시그마
silence,침묵
silence,사일런스
silhouette,실루엣
silicon,규소
silk,실크
silk,명주
silk,비단
silly,바보
simple,간단한
simulation,시뮬레이션
simultaneous,동시
sinclair,싱클레어
singular,특이
sirius,시리우스
sitcom,시트콤
sitcoms,시트콤
situation,상황
size,크기
sizes,크기
sizes,사이즈
sketch,스케치
sketches,스케치
skiing,스키
skilled,숙련
skillet,프라이팬
skip,스킵
skull,해골
skull,두개골
skunk,스컹크
slam,슬램
slave,노예
slavic,슬라브어
slc,slc
slide,슬라이드
slip,slip
sloan,슬론
slope,경사
slot,슬롯
slovak,슬로바키아인
slovak,슬로바키아
slovak,슬로바키아어
slovakian,슬로바키아어
slovenian,슬로베니아어
slovenian,슬로베니아
smackdown,스맥다운
smoked,훈제
smoking,금연
smoking,흡연
smoothness,매끄러움
smuggled,밀수
snack,스낵
snail,달팽이
sneezes,재채기
snout,주둥이
snowball,스노우볼
sns,sns
soap,비누
soc,soc
sociable,사교
socialism,사회주의
sock,양말
sodium,나트륨
softball,소프트볼
sold,판매
solids,고체
solomon,솔로몬
solve,풀기
somalia,소말리아
some,일부
someday,언젠간
something,something
songwriter,송라이터
sonic,소닉
soprano,소프라노
souls,영혼
sound,사운드
southampton,사우샘프턴
sovereignty,주권
soybean,대두
spa,스파
spacecraft,우주선
spaces,공간
spanish,스페인어
sparc,sparc
speak,말하기
spear,스피어
spec,사양
specially,특별히
specialty,전문
species,종족
specification,사양
specification,규격
specifications,사양
specify,지정하기
specify,지정합니다
specify,지정
specify,지정
specimen,견본
speeds,속도
sphere,스피어
sphere,스피어
sphinx,스핑크스
spi,spi
spices,양념
spike,스파이크
spinning,빙글빙글
spins,스핀
spiraling,나선형
spirit,스피릿
spirits,스피리츠
split,나누기
spm,spm
sponsor,후원
sponsor,스폰서
sponsors,후원
sponsorship,스폰서
spreadsheet,스프레드시트
sputnik,스푸트니크
squid,오징어
squiggly,곡선
ssg,ssg
sss,sss
stacked,쌓인
staff,직원들
stafford,스태퍼드
stairs,계단
stairway,계단
stalking,스토킹
stamps,우표
stamps,스탬프
stark,스타크
stars,항성
start,시작
starvation,기아
starve,굶어
static,정적
stations,스테이션
stats,통계
statues,조각상
statues,동상
steady,꾸준히
steal,훔쳐
stealth,스텔스
steam,스팀
steelers,스틸러스
steering,핸들링
steering,스티어링
stefan,스테판
stefan,슈테판
stems,줄기
stephen,스티븐
steps,걸음
stereo,스테레오
sterling,스털링
stern,스턴
stewardess,승무원
stocking,스타킹
stoke,스토크스
stoke,스토크
stopping,멈추기
storms,폭풍
straight,스트레이트
strait,해협
strange,이상한
strategies,전략
streak,연승
streamlined,간소화
streets,거리
strongest,최강
struggles,투쟁
stupid,바보
stupid,멍청한
stupid,멍청이
stuttgart,슈투트가르트
sub,서브
submarines,잠수함
substitution,교체
subway,지하철
subway,지하철
successful,성공적인
sue,고소
sue,고소
sue,sue
suffer,고통받고
sugar,슈슈
sunderland,선덜랜드
sunscreen,자외선
sunset,일몰
sunset,석양
sunset,선셋
sunshine,햇살이
sunshine,햇살
sunshine,선샤인
sunshine,햇빛
sunshine,햇살이
supercontinent,초대륙
superhero,슈퍼히어로
superman,슈퍼맨
supermarket,슈퍼마켓
supplies,용품
supporter,지지자
supporter,서포터
surety,보증
surface,지표면
surfaces,표면
surgery,외과
surgical,외과
surin,수린
surveillance,감시
surveys,설문조사
survivor,생존자
suspension,현수막
suspicion,의심
suspicious,의심
suspicious,의심스러운
svt,svt
swan,스완
swan,백조
swanson,스완슨
sweetheart,연인
swelled,부어
swift,스위프트
swim,수영
swimmer,수영
switching,전환
swollen,부어
symbolic,심볼릭
symbols,기호
syncing,동기화
synthetic,합성
syria,시리아
syriac,시리아어
systematic,체계적
systems,체계
sánchez,산체스
taekwondo,태권도
tagging,태그
tai,태극권
tai,타이
taipei,타이베이
taipei,타이페이
taiping,타이핑
taiwanese,대만
taiwanese,타이완
taiwanese,타이완어
taiwanese,타이완
talented,재능있는
talented,재능
talks,회담
tanganyika,탕가니카
tangent,탄젠트
tangier,탕헤르
tank,전차
tanzania,탄자니아
tap,누르기
tarot,타로
tas,tas
task,작업
tate,테이트
tattoo,문신
tax,납세
taxi,택시
teachings,가르침
tears,눈물이
tears,눈물
tech,테크
technetium,테크네튬
technical,기술
teen,십대
teenage,십대
tegucigalpa,테구시갈파
tehran,테헤란
telecommunications,통신
telescope,망원경
television,텔레비전
temporarily,일시적
tempura,튀김
tendency,경향
tender,부드러운
tension,긴장
tension,긴장감
tension,텐션
terminology,용어
terrace,테라스
terrain,지형
terrestrial,지상
terrible,끔찍한
testimony,증언
textile,직물
textile,섬유
thames,템스
thanh,thanh
theaters,영화관
theaters,극장
theaters,극장
theatres,영화관
theatres,극장
theft,도둑
theft,도난
theft,절도
theme,테마
themes,테마
theta,세타
things,사물
thirdly,세번째
thomson,톰슨
threatening,협박
threatening,위협
thriller,thriller
throwing,던지기
thrusters,엔진
thumb,엄지손가락
thumbnails,썸네일
thunders,썬더스
tibet,티베트
tibetan,티베트어
tibetan,티베트
tibetan,티베트족
tickets,티켓
tickets,티켓
tide,조수
tigers,타이거즈
tilda,틸다
tilt,틸트
timeline,타임라인
timezone,시간대
timing,타이밍이
timing,타이밍
timothy,티모시
tired,피곤한
titans,타이탄
title,타이틀
tobago,토바고
toledo,톨레도
tomato,토마토
tomb,무덤
toolbars,도구모음
topographic,지형
torn,찢어진
tornado,토네이도
torres,토레스
torture,고문
torture,고문의
tough,터프
tough,힘든
tourists,관광객
tower,타워
toxic,유독성
toxic,독성
toyota,토요타
toyotomi,도요토미
toys,장난감
trace,트레이스
trace,흔적
trace,추적
traces,자취
traces,흔적
tracking,추적
tracking,트래킹
tracy,트레이시
trademark,상표권
trademark,상표
tragedy,비극
trailer,트레일러
trailer,예고편
trails,트레일
trails,흔적
trails,궤적
trainer,트레이너
tram,트램
tramp,방랑자
transactions,거래
transactions,트랜잭션
transfers,전송
transform,변형
transform,변신
transform,변환
transistor,트랜지스터
translate,번역
translate,번역하기
translator,번역자
translator,번역
translator,번역기
transmitter,송신기
transparency,투명성
transparent,투명한
transparent,투명
trap,트랩
trap,함정
trapped,갇혀있는
trapped,갇혀
trapped,갇힌
traversal,순회
travis,트레비스
travis,트래비스
tray,트레이
treasure,보물
treasures,보물
treats,취급
trees,나무들
trembling,떨림
trends,트렌드
trends,경향
trends,경향
trent,트렌트
trevor,트레버
trevor,트레버
trey,트레이
tri,트라이
trials,재판
trigger,트리거
trilogy,삼부작
trim,트림
trim,다듬기
triumph,트라이엄프
trivia,퀴즈
trucks,트럭
trump,트럼프
trumpet,나팔
trunk,트렁크
ttl,ttl
tubes,튜브
tucker,터커
tudor,튜더
tuesday,화이팅
tuesday,화보
tulip,튤립
tunisia,튀니지
tunisia,튀니지
tunnels,터널
turbine,터빈
turin,토리노
turkic,튀르크
turks,터키인
turtle,거북이
turtle,거북
type,형식
typhoon,타이푼
typhoon,태풍
ultra,울트라
umc,umc
uml,uml
ump,ump
unarmed,비무장
unbreakable,언브레이커블
uncommon,드문
undergarments,속옷
underground,언더그라운드
understand,이해하기
underwater,수중
unemployment,실업
unfortunate,불행한
unhappy,불행
uniforms,유니폼
unique,고유
unitary,단일
unmarried,미혼
unpleasant,불쾌한
updates,업데이트
updating,업데이트
upgrade,업그레이드
upgraded,업그레이드
upper,윗쪽
urdu,우르두어
urine,오줌
urology,비뇨기과
usage,사용
usd,미화
usd,usd
usd,usd
use,사용하기
used,사용됨
used,사용
useless,쓸데없는
useless,쓸모없는
user,사용자
usual,평상시
utilization,활용
utrecht,위트레흐트
vacuum,진공
vaduz,파두츠
vagina,질질
vague,애매하다
valdez,발데스
valencia,발렌시아
valentine,발렌타인
valentine,밸런타인
valeriy,발레리
valleys,골짜기
valued,가치
valve,밸브
vanguard,뱅가드
variables,변수
vatican,바티칸
vault,볼트
vbr,vbr
vegetation,식물
veil,베일
velvet,벨벳
venezuelan,베네수엘라
venus,금성
venus,비너스
verification,인증
verification,검증
verify,확인
versace,베르사체
verse,구절
vertigo,현기증
vest,조끼
via,via
vibe,vibe
vicinity,부근
viewing,보기
viking,바이킹
vikings,바이킹
viktor,빅토르
villain,악당
vincent,빈센트
violating,위반
violation,위반
visa,비자
viscount,자작
visible,표시됨
visitor,방문객
vista,비스타
visualization,시각화
vms,vms
volcano,화산
voluntary,자발적
volunteer,자원봉사
voronezh,보로네시
vos,vos
vowel,모음
vss,vss
vulnerability,취약점
vulnerable,취약
wage,임금
wagon,마차
wake,wake
walked,걷기
walks,걷기
wand,지팡이
wanderers,원더러스
warehouse,웨어하우스
warehouse,창고
warm,따뜻하다
warrant,영장
warsaw,바르샤바
warwick,워릭
washing,씻기
wasp,wasp
water,워터
waterloo,워털루
watts,와츠
watts,왓츠
weaknesses,약점
wealthy,부자
webb,웨브
weber,웨버
webpage,웹페이지
webster,웹스터
wedding,결혼식
wei,웨이
weight,몸무게
weird,이상한
weirdo,괴짜
wendy,웬디
wentworth,웬트워스
werner,베르너
wesley,웨슬리
whale,고래
whatever,무엇이든
wheeler,휠러
wheels,바퀴
whitehead,화이트헤드
wholesale,도매
willard,윌러드
williams,윌리엄스
williamson,윌리엄슨
willis,윌리스
wimbledon,윔블던
winchester,윈체스터
winner,승리자
winston,윈스턴
wintertime,겨울철
wireless,무선
wisdom,지혜
withdrawal,금단
withdrawal,철수
witnesses,증인
witnesses,목격자
wives,아내
wolff,울프
wolfgang,볼프강
wolves,늑대들
wolves,늑대
wonderful,멋진
wonderful,멋진
wondering,궁금해
workshop,워크샵
workshops,워크숍
workshops,워크샵
workshops,워크숍
world,월드
worldwide,전세계
worried,걱정
worry,걱정
wound,부상
wound,상처
wounds,상처
wounds,상처
wow,와우
wow,우와
wrap,포장
wristwatches,손목시계
writers,작가
wycombe,위컴
xbox,엑스박스
yacht,요트
yearly,매년
yeast,효모
yellow,노란색
yemen,남예멘
yemen,예멘
yesterday,어제
yield,수익
yonsei,연세
young,젊은
youtube,유투브
yuan,위안
zagreb,자그레브
zhili,직계
zin,팩터
zion,자이언
zip,우편번호
zola,졸라
łódź,우치
ōita,오이타
ōsumi,오스미
