et,sk
tervis,zdravie
testament,testament
testima,testovať
tibu,kura
tibu,kurča
tihti,často
tikand,výšivka
tingima,dohadovať
tingima,zjednávať
tipp,vrchol
tipp,špička
toetamine,podporovanie
toetus,podpora
toetus,príspek
toetus,zabezpečenie
tohutu,obrovský
tohutu,obrí
tohutu,ohromný
tolmuimeja,vysávač
tomat,paradajka
toode,produkt
toode,výrobok
toores,brutálny
toores,nezrelý
toores,surový
tootma,vyrobiť
tootma,vyrábať
tort,torta
traditsioon,tradícia
traktor,traktor
trepikoda,schodisko
triip,pruh
triip,prúžok
troll,trolejbus
trumm,bubon
truu,verný
tualett,toaleta
tualett,záchod
tudeng,študent
tugev,pevný
tugev,silný
tugev,sýty
tugev,ťažký
tuhat,tisíc
tuhatoos,popolník
tuletõrjuja,hasič
tulev,prichádzajúci
tuline,vrelý
tuline,vrúcny
tulistama,ostreľovať
tundmine,cítenie
tunduma,javiť
tunduma,pripadať
tunduma,zdať
tunne,cit
tunne,pocit
tunne,zmysel
tunnistama,priznať
tunnistama,svedčiť
tunnistama,uznať
tunnistama,vypovedať
tunnistama,zveriť
tunnus,znak
turniir,turnaj
turvavöö,pás
tuul,vietor
tähelepanelik,ohľaduplný
tähelepanelik,pozorný
tähelepanelik,šetrný
tähelepanelikult, ohľaduplne
tähelepanelikult, pozorne
tähelepanelikult, šetrne
tähtaeg,deadline
tähtaeg,termín
tähtkuju,súhvezdie
tähtpäev,výročie
tähtsusetu,bezvýznamný
tähtsusetu,irelevantný
tähtsusetu,nedôležitý
täielikult,celkom
täielikult,úplne
täitumine,naplnenie
täitumine,uskutočnenie
tänama,ďakovať
tänav,ulica
täpselt,presne
täpsustama,spresniť
täpsustama,upresniť
tõenäoliselt,zrejme
tõlge,preklad
tõlkija,prekladateľ
tõrv,decht
tõsiasi,fakt
tõsiasi,skutočnosť
tõsine,vážny
töömees,robotník
töötama,pracovať
töötama,robiť
töötlema,spracovať
töötlema,upravovať
töötlemine,spracovanie
töötlemine,upravovanie
töötus,nezamestnanosť
tühistamine,odvolanie
tühistamine,storno
tühistamine,zrušenie
tüli,hádka
tülitama,dobiedzať
tülitama,dotierať
tülitama,obťažovať
tülitama,otravovať
tütar,dcéra
uba,bôb
uba,fazuľa
udune,hmlistý
udune,rozmazaný
uhke,honosný
uhke,hrdý
uhke,pyšný
uimasti,narkotikum
ujumine,plávanie
umbes,asi
umbes,okolo
umbes,približne
unistus,sen
unustama,zabudnúť
uppuma,potopiť
uppuma,topiť
uppuma,utopiť
usaldus,dôvera
uskumatu,nedôverčivý
uskumatu,neuveriteľný
uskumatu,neveriaci
uurija,bádateľ
uurija,vyšetrovateľ
uurija,výskumník
uurimine,bádanie
uurimine,skúmanie
uurimine,vyšetrovanie
vabalt,voľne
vaesus,bieda
vaesus,chudoba
vaevalt,sotva
vahel,medzi
vaheldus,striedanie
vahend,prostriedok
vahend,prípravok
vahetu,bezprostredný
vahetund,prestávka
vahukoor,šľahačka
vaid,ale
vaid,jedine
vaid,no
vaidlema,dohadovať
vaidlema,hádať
vaidlema,prieť
vaikne,tichý
vaip,koberec
vajama,potrebovať
valdkond,oblasť
valdkond,odbor
valdkond,región
valija,volič
valima,voliť
valima,vyberať
valima,vybrať
valima,zvoliť
valmistama,nachystať
valmistama,pripraviť
valmistama,vypraviť
valmistama,vyrábať
valvur,strážca
valvur,strážný
vana,starý
vanadus,staroba
vanaema,babička
vanaema,babka
vanaema,starká
vanaema,stará mama
vanaisa,dedko
vanaisa,dedo
vanaisa,starý otec
vanasti,dakedy
vanasti,niekedy
vanasti,predtým
vang,trestanec
vang,väzeň
vang,zajatec
vanur,starec
vanus,vek
varastama,kradnúť
varastama,ukradnúť
varastama,vykradnúť
varjama,cloniť
varjama,skrývať
varjama,tajiť
vasak,ľavý
vasakult,zľava
vastama,odpovedať
vastama,opätovať
vastama,zodpovedať
vastastikune,vzájomný
vastupidine,obrátený
vastupidine,opačný
vatt,vata
vedel,kvapalný
vedel,riedky
vedel,tekutý
vedelik,kvapalina
vedelik,tekutina
veekindel,nepremokavý
veekindel,vodeodolný
veekindel,vodotesný
vend,brat
vend,braček
venitama,natiahnuť
venitama,pretiahnuť
venitus,naťahovanie
venitus,strečing
ventilaator,ventilátor
vererõhk,krvný tlak
vererõhk,tlak
verine,krvavý
versioon,verzia
viga,chyba
viga,omyl
vihaselt,nahnevane
vihaselt,naštvane
vihaselt,rozčúlene
vihjama,naznačiť
vihjama,naznačovať
vihje,narážka
vihje,náznak
vihje,tip
vihmavari,dáždnik
viil,koliesko
viil,krajec
viil,pilník
viil,plátok
viima,doviesť
viima,odviesť
viima,viesť
viima,zaviezť
viissada,päťsto
viisteist,pätnásť
viivitus,meškanie
viivitus,omeškanie
viivitus,oneskorenie
viivitus,zdržanie
vili,obilie
vili,plod
villane,vlnený
virisema,fňukať
virisema,mrnčať
virisema,sťažovať
voodipesu,posteľné
voolama,prúdiť
voolama,tiecť
voor,kolo
vorst,klobása
vägivald,násilie
vähe,málo
vähe,trocha
vähe,trochu
vähem,menej
vähk,rak
vähk,rakovina
väide,tvrdenie
väide,výrok
väike,drobný
väike,malý
väljaanne,edícia
väljaanne,vydanie
väljaminek,výdavok
väljavalitud,vybraný
väljavalitud,vyvolený
väljavalitud,zvolený
värske,čerstvý
värvaine,farba
värvaine,farbivo
väsitama,unaviť
väsitav,únavný
väärtuslik,cenný
väärtuslik,hodnotný
või,alebo
või,maslo
või,či
võileib,sendvič
võimalikult,eventuálne
võimalikult,možne
võimalikult,možno
võimatu,nemožný
võimatu,nereálny
võimatu,nezrealizovateľný
võime,schopnosť
võime,sila
võime,vloha
võimlema,cvičiť
võimlema,zacvičiť
võistkond,družstvo
võistkond,mužstvo
võistkond,tím
võitma,vydobyť
võitma,vyhrať
võitma,zvíťaziť
võlakiri,dlhopis
võlakiri,zmenka
võlg,dlh
võltsima,falšovať
võltsima,sfalšovať
võlu,čaro
võlu,šarm
võrk,sieť
võrre,úmera
võtma,brať
võtma,nabrať
võtma,pripraviť
võtma,užívať
võtma,vziať
võtma,zabrať
võtma,zobrať
vöö,opasok
vöö,pás
vöö,remeň
ähvardama,hroziť
ähvardama,pohroziť
ähvardama,vyhrážať
äkki,náhle
äkki,odrazu
äkki,znenazdania
äkki,zrazu
äratama,budiť
äratama,podnietiť
äratama,prebrať
äratama,prebudiť
äratama,vyvolať
äratama,zobudiť
äri,biznis
äri,podnikanie
ärimees,obchodník
ärimees,podnikateľ
äärelinn,periféria
õhtu,večer
õhtupoolik,podvečer
õhupall,balón
õhupall,balónik
õhutama,vyzvať
õiglane,férový
õiglane,spravodlivý
õiglane,čestný
õigus,nárok
õigus,právo
õlu,pivo
õmblus,šev
õmblus,šitie
õnnitlema,blahoželať
õnnitlema,gratulovať
õnnitlus,blahoželanie
õnnitlus,gratulácia
õpetamine,učenie
õpetamine,vyučovanie
õpingud,štúdium
õppe,študijný
õppur,študent
õudne,desivý
õudne,hrozný
õudne,hrôzostrašný
õudne,strašidelný
õudne,čudný
õun,jablko
öökull,sova
ööpäev,deň
ühekordne,jednorazový
üheksasada,deväťsto
ühendama,napojiť
ühendama,prepojiť
ühendama,spojiť
ühendama,zapojiť
ühendama,zjednotiť
ühendama,zlúčiť
ühesugune,jednoliaty
ühesugune,rovanký
ühistransport,doprava
ühistransport,hromadná doprava
ühistransport,mhd
ükskord,niekedy
ükskord,raz
ükskõikne,ľahostajný
ükssada,sto
ülbus,namyslenosť
üle,cez
üle,cezo
üle,nad
üle,nado
üleeile,predvčerom
ülekanne,prenos
ülekanne,vysielanie
ülekäigurada,priechod
ülekäigurada,zebra
ülemaailmne,celosvetový
ülemaailmne,globálny
üles,hore
üles,nahor
ülesanne,cvičenie
ülesanne,príklad
ülesanne,úloha
ületama,predstihnúť
ületama,prekonať
ületama,prekročiť
ületama,presiahnuť
ületama,prevýšiť
ületama,zdolať
ülevaade,prehľad
ülevaatus,kontrola
ülevaatus,prehliadka
üleval,hore
üliõpilane,študent
üllatama,prekvapiť
üllatama,udiviť
üllatus,prekvapenie
ümbermõõt,obvod
üür,nájom
üür,nájomné
üürnik,nájomník
šampoon,šampón
šokolaad,čokoláda
