cs,sk
prosadit,prehlasovať
prosinec,december
proslov,vystúpenie
proslulý,známy
proslulý,slávny
proslulý,vychýrený
proslulý,chýrny
proslulý,preslávený
prosperující,prosperujúci
prospěšný,prospešný
prostor,priestor
prostě,prosto
prostě,obyčajne
prostě,jednoducho
prostředek,prostriedok
prostřednictvím,prostredníctvom
prostřední,prostredné
prostředí,prostredie
protestující,protestujúci
proto,preto
protože,pretože
proud,prúd
provaz,lano
provedení,prevedenie
provedení,implementácia
provincie,provincia
provokovat,vyprovokovať
provoz,premávka
provoz,prevádzka
provozovna,prevádzkareň
provádět,vykonávať
provést,vyviesť
provést,povysvetľovať
provést,vykonať
provést,vysvetliť
provést,previesť
prvek,prvok
první,prvý
práce,práca
prádlo,bielizeň
právní,právny
právníci,advokáti
právníci,právnici
prý,údajne
prý,vraj
průběh,priebeh
průběžný,priebežný
průkaz,preukaz
průmyslová,priemyslová
průmyslový,priemyselný
průměrný,priemerný
průměrně,priemerne
průvodce,sprievodca
průzkumy,prieskumy
psát,písať
ptačí,vtáčí
puchýř,pľuzgier
pulec,žubrienka
pupek,pupok
pustit,pustiť
putovat,putovať
putovat,vandrovať
pytle,vrecia
pákistánu,pakistanu
pálení,destilácia
pálení,vypaľovanie
pálení,pálenie
pátek,piatok
pátý,piaty
péče,starostlivosť
písek,piesok
písemný,písomný
píseň,pieseň
pít,piť
pěna,pena
pěstovat,pestovať
pěšáci,pešiaci
pře,spor
přebytek,prebytku
přechodné,prechodné
přechodný,prechodné
před,pred
předběžný,predbežný
předejít,predísť
předejít,predstihnúť
předků,predkov
předloha,predloha
předložit,podať
předložit,predniesť
předložit,preukázať
předložit,predložiť
předložit,navrhnúť
předměstí,predmestie
předmět,predmet
přednáška,prednáška
předplatné,predplatné
předpoklad,predpoklad
předpokládat,predpokladať
předpovídat,predpovedať
předpověď,predpoveď
předseda,predseda
představa,predstava
představa,vidina
představa,fantázia
představitel,predstaviteľ
představitel,reprezentatnt
představovat,predstavovať
představovat,znázorňovať
předání,odovzdanie
předávat,odovzdávať
přehlédnutelný,prehliadnuteľný
přejít,prejsť
přejít,pominúť
přejít,prehnať
přejít,prestúpiť
překlad,preklad
překrocení,prekročenie
překročení,prekročenia
překupník,predajca
překupník,priekupník
překvapení,prekvapenie
překvapit,prekvapiť
překvapivě,prekvapujúco
překvapivě,prekvapivo
překážka,prekážka
přemístit,premiestniť
přemýšlet,premýšľať
přemýšlet,uvažovať
přenášet,prenášať
přenést,preniesť
přerozdělování,prerozdelenie
přerušeno,zastavené
přerušeno,prerušené
přerušení,prerušenie
přes,prostredníctvom
přes,cez
přes,skrz
přesun,presun
přesunout,presunúť
přesvědčení,presvedčenie
přesvědčit,uistiť
přesvědčit,ubezpečiť
přesvědčit,presvedčiť
přesvědčit,presviedčať
přetažení,pretiahnutie
přetrvávání,pretrvávanie
převládající,prevládajúci
převod,prevod
převzetí,prevzatia
převzít,prevziať
převzít,prebrať
převzít,prijať
převést,previesť
přiblížit,priblížiť
přicházet,prichádzať
přidaný,pridaný
přidat,pridať
přidat,zrýchliť
přidány,pridaný
přidělený,pridelený
přijatelný,prijateľný
přijato,prijatá
přijet,prísť
přijet,doraziť
přijímat,prijímať
přijímat,prijať
přijímá,prijíma
přijímání,prijímanie
přijímání,prijatie
přijít,zohnať
přijít,zmocniť
přijít,vymyslieť
přijít,prísť
přijít,prepadnúť
přijít,nabrať
přiměřeně,vhodne
přinášet,niesť
přinášet,prinášať
přinést,priniesť
připojen,pripojený
připomínka,pripomienka
připraven,pripravený
připravena,pripravené
připravovat,chystať
připravovat,pripravovať
přirozený,prirodzený
přispívá,prispieva
přispět,prispieť
přispět,zložiť
přivítat,uvítať
přivítat,privítať
přiznat,unať
přiznat,priznať
přizpůsobení,prispôsobenie
přání,prajeme
přání,želanie
přání,prianie
přát,priať
přát,želať
příbuzný,príbuzný
příběhy,príbehov
příjem,príjem
příjemný,mierny
příjemný,potešiteľný
příjemný,uspokojujúci
příjemný,sympatický
příjemný,príjemný
příjemný,potešujúci
příjezd,príchod
příklad,príklad
příliv,príliv
příloha,príloha
přímo,priamo
přímo,rovno
případ,prípad
případný,prípadný
případě,prípade
příprava,príprava
přípravy,prípravy
příroda,príroda
přírodní,prírodná
přírodní,prírodný
přísady,prísady
přísady,zložky
příslib,prísľub
příslušný,príslušný
přísnost,vážnosť
přísnost,prísnosť
příspěvek,prínos
příspěvek,príspevok
přístroj,prístroj
přítel,frajer
přítel,priateľ
přítelkyně,dievča
přítelkyně,priateľka
přívěsy,prívesy
příznak,príznak
příznak,symptóm
příčestí,príčastie
příčina,príčina
příští,budúci
půda,pôda
půda,povala
půda,podkrovie
půjčka,pôžička
půlka,polovica
působení,pôsobenie
působit,ovplyňovať
působit,pôsobiť
působivý,pôsobivý
působnost,vplyv
působnost,pôsobnosť
působící,pôsobiaci
původní,originál
původní,pôvodné
původní,pôvodný
původní,originálny
původně,pôvodne
radikální,radikálny
radit,radiť
radiální,radiálny
radnice,radnica
radost,radosť
rampouch,cencúľ
ratifikace,ratifikácia
raší,klíči
reagovat,reagovať
reakce,reakcia
realizace,realizácia
recenze,recenzia
region,región
regionální,regionálny
registr,register
registrace,registrácia
registrační,registračný
regulační,regulačný
rejstřík,register
rekurze,rekurzia
rekurzivně,rekurzívne
relaxace,odpočinok
relaxace,relaxácia
relaxační,relaxačný
relevantní,relevantný
reprezentace,zastúpenie
reprezentace,reprezentácia
reprezentativní,reprezentatívny
reprezentovat,reprezentovať
reputace,povesť
reputace,reputácia
respekt,rešpekt
restaurace,reštaurácia
revidované,prepracované
revize,revízia
reálně,reálne
režie,réžia
roce,roku
rostliny,rastliny
rovnat,rovnať
rovnat,vyrovnávať
rovnat,usporadúvať
rovnice,rovnica
rovněž,tiež
rovněž,taktiež
rovněž,takisto
rovněž,aj
rozbalit,rozbaliť
rozcestí,križovatka
rozcestí,rozcestie
rozdíl,rozdiel
rozdělen,rozdelený
rozdělená,rozdelená
rozdělení,rozdelenie
rozdělení,rozdeľovanie
rozhodnout,rozhodnúť
rozhodnutí,rozhodnutie
rozhodovat,rozhodovať
rozhodčí,rozhodca
rozhodčí,rozhodcovský
rozhodčí,sudcovia
rozhraní,rozhranie
rozkvět,rozkvet
rozměr,rozmer
rozsáhlou,rozsiahlou
rozsáhlý,rozsiahly
rozsáhlý,široký
rozumět,rozumieť
rozvinuté,vyvinuté
rozzlobený,nahnevaný
rozšiřování,rozširovanie
rozšíření,rozšírenie
rozšířený,rozšírený
roční,ročný
roční,celoročný
rty,pery
ručník,uterák
rušit,obťažovať
rušit,narúšať
rušit,vyrušovať
rušit,rušiť
rybaření,rybolov
rychle,rýchlo
rychlost,rýchlosť
rychlá,rýchly
rychlý,rýchly
rytíř,rytier
rytíři,rytieri
rádoby,akože
ráj,raj
ráje,raja
růst,rast
různý,rôzny
salát,šalát
samice,samica
samostatně,samostatne
samotnou,samotnou
samotné,samotné
samotného,samotného
samotní,samotní
samotným,samotným
samotnými,samotnými
samoty,samoty
samozrejme,samozrejme
samozřejmost,samozrejmosť
samým,samým
sankce,sankcie
satelit,satelit
sazba,sadzba
sbor,zbor
sběr,zber
schopen,schopný
schopností,schopností
schoval,skryl
schvalování,schvaľovanie
schválen,schválený
schválené,schválené
schválili,schválili
schválit,prijať
schválit,schváliť
schválit,povoliť
schémata,diagramy
schémata,schémy
schůzka,schôdzka
schůzka,stretnutie
schůzka,rande
sci-fi,sci-fi
sdílení,zdieľanie
sdělení,správa
se,se
sedle,sedle
segment,segment
sehnat,zohnať
sekundární,druhotný
sekundární,sekundárny
sekvence,sekvencia
sekvence,sekvencie
semínka,semien
sen,sen
senzor,senzor
seriózní,seriózny
servis,servis
sestava,zostava
sestru,sestru
sestup,zostup
sever,sever
sexuální,sexuálny
seznam,zoznam
seznamů,zoznamov
seznámit,zoznámiť
seznámit,predstaviť
sezona,sezóna
sezónou,sezónou
sféry,sféry
shodovat,zhodovať
shánět,zháňať
silnice,cesta
silniční,cestný
silná,silná
silná,silné
silách,silách
singlu,singlu
situace,situácia
skalách,skalách
skandály,škandály
skepse,skepticizmus
skla,skla
skladové,skladové
sklo,sklo
sklonu,sklonu
skok,skok
skončit,dopadnúť
skončit,ukončiť
skončit,skončiť
skončit,dokončiť
skončí,skončí
skryté,skryté
skupinou,skupinou
skutečnost,skutočnosť
skutečnost,fakt
skutečnost,realita
skutečný,pravý
skutečný,reálny
skutečný,skutočný
skutečný,ozajstný
skutečně,naozaj
skutečně,vskutku
skutečně,skutočne
skvěle,božsky
skvěle,geniálne
skvěle,nádherne
skvěle,skvelo
skvěle,skvele
skvěle,úžasne
skvěle,brilantne
skvělé,skvělé
skvělý,ohromný
skvělý,skvelý
skvělý,vynikajúci
skála,skala
skřivánek,škovránok
skřítek,škriatok
skříň,skriňa
skříňky,skrinky
skříňky,skrine
slabost,slabosť
slalom,slalom
slavit,oslavovať
slavit,sláviť
slavnostní,oslavný
slavnostní,slávnostný
slavnostní,sviatočný
slavný,slávny
sledovali,sledovali
sledovat,monitorovať
sledovat,sledovať
sledovat,pozorovať
sledování,sledovanie
sleva,zľava
slibovat,sľubovať
sloh,sloh
slon,slon
slot,slot
sloupci,stĺpca
sloupec,stĺpec
sloučení,zlúčiť
sloužit,slúžiť
slovanských,slovanských
slovenskou,slovenskou
slovensky,slovensky
slovenské,slovenské
slovenských,slovenských
slovenským,slovenským
sloveso,sloveso
slovu,slovu
složit,tvoriť
složitá,komplexná
složité,komplexné
složitý,zložitý
složka,zložka
slunovrat,slnovrat
slušet,hodiť
slušet,pristať
službách,službách
služební,služobný
slyšet,počuť
slzy,slzy
sláva,sláva
slíbit,sľúbiť
slíbit,prislúbiť
smlouva,dohoda
smlouva,zmluva
smlouvy,zákazky
smrt,úmrtie
smrt,smrť
smrtelná,smrteľná
smrtelné,smrteľná
smrtelně,smrteľne
smát,smiať
smích,smiech
smířit,uzmieriť
smířit,zmieriť
smíšená,zmiešaná
smíšený,zmiešaný
směs,zmes
směřovat,smerovať
směšný,smiešny
snad,hádam
snad,dúfajme
snad,snáď
snadno,ľahko
snadný,ľahký
snažit,snažiť
snažit,usilovať
snažíme,snažíme
snižovat,znevažovať
snižovat,zhadzovať
snižovat,ponižovať
snižovat,znižovať
snídaně,raňajky
sníh,sneh
snímání,nasnímanie
snímání,snímanie
snímání,snímkovanie
snímání,zobrazovanie
snížený,zmenšený
snížený,obmedzený
snížený,redukovaný
snížený,poklesnutný
snížený,zredukovaný
snížený,znížený
snížit,zmenšiť
snížit,znížiť
sněhový,snehový
sobotní,sobotný
socialistické,socialistické
socialistického,socialistického
socialistů,socialistov
sopka,sopka
souboj,súboj
soubor,súbor
souběžně,paralelne
souběžně,súbežne
souběžně,súčasne
soud,súd
soudce,sudca
soudit,súdiť
soudní,súdny
soudu,súd
souhlasit,súhlasiť
soukromý,súkromný
soupeř,súper
soupeři,súperi
sousední,susedný
soutěž,súťaž
související,súvisiaci
související,súvisiace
související,pridružené
souviset,súvisieť
současná,súčasná
současný,súčasný
současný,dnešný
současný,moderný
současný,novodobý
současný,súbežný
současný,terajší
současný,prítomný
součinnost,súčinnosti
součást,súčasť
sovětský,sovietsky
sošky,sošky
spadat,spadať
spalničky,osýpky
specifický,špecifický
specifikace,špecifikácia
speciální,špeciálna
speciální,osobitný
speciální,zvláštny
speciální,špeciálny
spisovatel,spisovateľ
spisu,spisu
splňovat,spĺňať
splňovat,zodpovedať
splňovat,vyhovovať
spodní,dolný
spodní,spodný
spoje,spoje
spojení,spojení
spojený,spojený
spojit,zmiešať
spojit,zlúčiť
spojit,spojiť
spokojenost,spokojnosť
spokojený,spokojný
spolehlivost,spoľahlivosť
spolehlivý,neomylný
spolehlivý,spoľahlivý
spolehlivý,verný
společenský,spoločenský
společnost,firma
společnost,spoločnosť
společnost,spolok
společnosti,firmy
společnosti,spoločnosti
společník,spoločník
společný,kolektívny
společný,spoločný
společně,dokopy
společně,jednotne
společně,spolu
společně,spoločne
spolupracoval,spolupracoval
spolupracovali,spolupracovali
spolupracovníci,spolupracovníci
spolupracovník,spolupracovník
spolupracující,spolupracujúci
spolupráce,spolupráca
sport,šport
sportovní,športový
spotřebitel,spotrebiteľ
spotřebitele,spotrebiteľa
spotřební,spotrebný
spočívající,spočívajúci
spočívat,spočívať
spravedlnost,spravodlivosť
spravovat,viesť
spravovat,spravovať
sprcha,sprcha
sprchový,sprchový
spreje,spreje
správce,správca
správnou,správnou
správný,správny
správný,poriadny
správně,dobre
správně,administratívne
správně,správne
správu,správu
spustit,spustiť
spustit,vyvolať
spustit,odštartovať
spustit,naštartovať
spánku,spánku
spát,spať
spí,spí
spíš,skôr
srbský,srbský
srdce,srdcia
srovnatelné,porovnateľné
srpen,august
stadion,štadión
stahování,sťahovanie
stale,stale
staletí,storočie
stali,stali
standard,štandard
stane,stane
stanice,stanica
stanout,postaviť
stanoven,stanovený
stanovené,stanovené
stanovení,určovanie
stanovit,uzákoniť
stanovit,stanoviť
stanovit,kodifikovať
stanovit,určiť
stanovuje,stanovuje
stanoví,stanoví
starověký,staroveký
startovat,štartovať
startuje,štartuje
staré,staré
statek,farma
statek,statok
statečné,odvážne
statisíc,stotisíc
statky,statky
stavbami,stavbami
stavbou,stavbou
stavbách,stavbách
stavební,stavebný
stavy,stavy
stačit,stačiť
stejný,rovnaký
stejně,rovnako
stezky,trasy
stihne,stihne
stisknout,stlačiť
stisknout,stisnúť
stisknutí,stlačenie
stisknutí,stisnutie
století,storočí
století,storočia
stolice,stolica
storno,storno
stranami,stranami
strategické,strategické
strategických,strategických
stravování,stravovanie
strašné,hrozné
strašpytel,strachopud
stroje,stroje
stroji,stroji
strojvedoucí,rušňovodič
struktura,štruktúra
strup,chrasta
strávila,strávila
strávit,stráviť
studijní,štúdijný
studio,štúdio
studium,štúdium
studna,studňa
studovat,študovať
stupeň,stupeň
stupni,stupni
styk,styk
stylový,štýlový
stádo,stádo
stáj,stajňa
stáli,stáli
stálý,pevný
stálý,stály
stálý,permanentný
stálý,trvalý
stálý,neotrasiteľný
stálý,neochvejný
stánek,stánok
stánku,stánku
stát,štát
státní,štátny
stávající,jestvujúci
stávající,existujúci
stávající,súčasný
stíhací,stíhací
stín,tieň
stížnost,sťažnosť
stýskat,cnieť
stýskat,chýbať
stěna,stena
střecha,strecha
středa,streda
středisko,stredisko
střední,stredný
střední,stredná
středně,pomerne
středně,stredne
středový,stredový
střela,projektil
střela,strela
střet,kolízia
střet,konflikt
střetnutí,stretnutie
střeva,črevá
střevo,črevo
střídavě,striedavo
střílet,strieľať
stůl,stôl
subjektivní,subjektívny
substrát,substrát
subvence,dotácie
super,super
sval,sval
svalové,svalové
svatost,posvätnosť
svatyně,útočisko
svaté,sväté
svatý,svätec
svatý,posvätný
svatý,svätý
svaz,zväz
svačina,občerstvenie
svačina,desiata
svoboda,sloboda
svázaný,zviazaný
své,své
svítidla,svietidlá
svítit,svietiť
svědci,svedkovia
svědectví,svedectvo
svědkové,svedkovia
světelný,svetelného
světelný,svetelný
světlo,svetlo
světové,svetové
svěží,svieži
symbol,symbol
symbolicky,symbolicky
synonymum,synonymum
syrový,surový
systematicky,systematicky
systém,systém
sáhů,siah
sázet,sádzať
sázet,stavať
sázet,sadiť
sázka,stávka
sériová,sériová
sídla,sídla
sídlil,sídlil
síto,sito
síť,sieť
sólo,sólo
sýr,syr
tablety,tablety
tabulka,tabuľka
tabák,tabak
tady,tu
tajemník,tajomník
tajemník,sekretár
tajemství,tajomstvo
tak,tak
takový,taký
takovýhle,takýto
taktiky,taktiky
taktovkou,taktovkou
takzvaná,takzvaná
takzvaných,takzvaných
také,také
také,taktiež
také,tiež
také,aj
také,takisto
tam,tam
taneční,tanečný
tančící,tancujúci
tažného,ťažného
tchán,svokor
tchýně,svokra
technici,technici
technické,technické
technický,technický
technik,technik
technikami,technikami
technologie,technológia
teenageři,tínedžeri
tehdy,vtedy
tekutina,tekutina
tekuté,tekuté
tekutý,tekutý
telefon,telefón
televizní,televízny
tematicky,tematicky
temnoty,temnoty
tempo,tempo
ten,ten
tenhle,tento
teorie,teória
tepelné,tepelné
tepla,tepla
teplat,otepľovať
teple,teple
teploměr,teplomer
teplotou,teplotou
teplotách,teplotách
teplá,teplá
teplých,teplých
terapie,terapia
terasa,terasa
terminál,terminál
termín,termín
teroristické,teroristické
terénní,terénny
test,test
testované,testované
testovány,skúšané
testovány,testované
testování,skúšanie
testování,testovanie
texty,texty
tisknout,tlačiť
titulní,titulný
tlak,tlak
tlačítko,tlačidlo
tlustá,tlstá
tlustá,tučná
tma,tma
toalety,toalety
tohto,tohto
toky,toky
tolerance,znášanlivosť
tolerance,tolerancia
tolerance,strpenie
tolik,toľko
tom,tom
tomu,tomu
topení,vykurovanie
topení,kúrenie
toužit,túžiť
toxické,toxické
tradice,tradícia
tradiční,tradičný
tragédie,tragédia
traktu,traktu
tramvaj,električka
transakce,transakcia
transparentnosti,transparentnosti
transportu,transportu
trať,koľaje
trefit,zasiahnuť
trefit,trafiť
trenér,tréner
trhliny,trhliny
trhu,trhu
trička,trička
trochou,trochou
trojice,trojica
trojka,trojka
trolejbusy,trolejbusy
tropických,tropických
trouba,rúra
trouba,trúba
trpělivosti,trpezlivosti
truchlící,pozostalých
trupu,trupu
trvalý,trvalý
trvalým,trvalým
trvat,trvať
trychtýř,lievik
trávení,trávenie
trávit,tráviť
trávník,trávnik
trénink,tréning
trénoval,trénoval
tržiště,trh
tržiště,trhovisko
tržní,trhový
tunel,tunel
turistických,turistických
turistiky,turistiky
turné,turné
tušení,tušenie
tušit,tušiť
tužka,ceruzka
tvor,tvor
tvorba,tvorba
tvoření,tvorenie
tvoří,tvorí
tvář,líce
tvář,tvár
tvůj,tvoj
tygr,tiger
typických,typických
tyto,tieto
táta,ocino
táta,ocko
táta,oco
témata,tém
téměř,takmer
téměř,skoro
též,tiež
též,taktiež
též,takisto
též,aj
tónu,tónu
týden,týždeň
týkající,týkajúci
týkající,vzťahujúci
týkat,vzťahovať
týkat,týkať
těleso,teleso
tělo,telo
tělocvična,telocvičňa
tělocvičně,telocvični
těsný,tesný
těsný,blízky
těsto,cesto
těšit,tešiť
těžko,ťažko
těžký,silný
těžký,hrubý
těžký,bolestný
těžký,vážny
těžký,ťažký
těžký,tragický
těžký,závažný
těžší,silnejší
třetí,tretí
tři,tri
třikrát,trikrát
ublížit,ublížiť
ubrousek,vreckovka
uctívali,uctievali
udržitelný,udržateľný
udržovat,udržovať
udržovat,zachovávať
udržovat,udržiavať
udržuje,udržuje
udělen,udelený
udělené,priznané
udělit,dať
udělit,poskytnúť
udělit,udeliť
udřít,udrieť
uhradit,uhradiť
ukazovat,ukazovať
uklidňující,upokojujúci
ukládání,uskladnenie
ukládání,uloženie
ukládání,ukladanie
ukončené,ukončené
ukončení,zavŕšenie
ukončení,zastavenie
ukončení,skončenie
ukončení,prerušenie
ukončení,ukončenie
ukončením,ukončením
ukončit,ukončiť
ukončit,skončiť
ukončí,ukončí
ukázala,ukázala
ukázat,ukázať
ulice,ulica
uličku,uličke
uložen,uložený
uložení,uskladnenie
uložení,uloženie
uložení,ukladanie
uložit,ukladať
ultrazvuk,ultrazvuk
umožní,umožní
umístění,poloha
umístění,umiestnenie
umístěný,umiestnený
umělec,umelec
umělecká,umelecká
umělý,umelý
umění,umení
umění,umenia
umění,umenie
umět,vedieť
unaven,unavený
unisex,unisex
univerzitu,univerzitu
uplynulých,uplynulých
upozornila,upozornila
upozornění,upozornenie
upravená,upravená
upravené,upravené
upustit,upustiť
upustit,pustiť
upřesnit,upresniť
upřesnit,spresniť
upřímný,úprimný
upřímně,čestne
upřímně,úprimne
určil,určil
určitého,určitého
usmířili,zmierili
usnadnit,uľahčiť
ustanovením,ustanovením
utrácet,míňať
uvedená,uvedená
uveřejnění,uverejnenie
uznávaným,uznávaným
učila,učila
učitel,učiteľ
užitečná,užitočná
užitečné,užitočné
uživatel,používateľ
vadí,vadí
vaku,vaku
value,value
variace,variácie
variantu,variantu
vaše,vaše
vcelku,vcelku
vedro,horúčava
velbloud,ťava
velikosti,veľkosti
veliteli,veliteľovi
veličina,veličina
velké,veľké
velmi,veľmi
ven,von
vepřový,bravčový
verze,verzie
verze,verzia
verš,verš
veselé,veselé
veselý,veselý
vesmír,vesmír
vesnic,dedín
vesnice,dediny
vesnice,dedinka
vesnice,dedina
vesnice,obec
vesty,vesty
veterinární,veterinárna
veterináři,veterinári
vetřelci,votrelci
veverka,veverička
veverka,veverica
veřejná,verejná
vhodného,vhodného
videu,videu
vidění,videnie
vlastnost,vlastnosť
vlaštovky,lastovičky
vločky,cereálie
vnitřní,vnútorný
vodní,vodná
vodní,vodný
volání,volanie
volání,volania
vrátný,vrátnik
vybrán,vybraný
vycházení,vychádzanie
vycházení,vychádzania
vydavatele,vydavateľa
vydržel,vydržal
vyhovět,vyhovieť
vyhrazené,rezervované
vyhrazené,vyhradené
vyhrožovat,hroziť
vyhráli,vyhrali
vyhřívané,vyhrievané
vymezení,vymedzenie
vymyšlený,vymyslený
vyokácí,vypláca
vyplynulo,vyplynulo
vyplácí,zaplatí
vypracovala,vypracovala
vyrobené,vyrobené
vyrobili,vyrobili
vyskytuje,vyskytuje
vyslovuje,vyslovuje
vysokému,vysokému
vysokých,vysokých
vysokým,vysokým
vystoupení,vystúpenie
vystěhování,vysťahovanie
vysvětlivky,vysvetlivky
využijete,využijete
vyvolané,vyvolané
vyvrcholila,vyvrcholila
vyvážené,vyvážané
vyznamenání,vyznamenanie
vyřešení,vyriešenie
vyšetření,vyšetrenie
vyšlo,vyšlo
vyžadovat,vyžadovať
vzal,vzal
vzali,vzali
vzbudil,vzbudil
vzdušného,vzdušného
vznikala,vznikala
vzniklo,vzniklo
vzniká,vzniká
vzorce,vzorce
vzorec,vzorec
vzory,vzory
váha,váha
váhat,kolísať
váhat,váhať
váhat,otáľať
válka,vojna
války,vojny
vápence,vápence
vápenec,vápenec
vápníku,vápnika
vést,prispievať
vést,riadiť
vést,radiť
vést,viesť
více,viac
více,viacej
víkendy,víkendy
výbavu,výbavu
výber,výber
východ,východ
výhled,výhľad
výhoda,výhoda
výhodná,výhodná
výhodou,výhodou
výjimku,výnimku
výklad,výklad
výkonnost,výkonnosť
výkonným,výkonným
výkonu,výkonu
výnosu,výnosu
výpočty,výpočty
výprava,výprava
výraznými,výraznými
výrobce,výrobca
výrobci,výrobcovia
výrobek,produkt
výroční,výročná
výslechy,pohovory
výslechy,výsluchy
výstavách,výstavách
výstřel,výstrel
výzbroji,výzbroji
významnosti,významnosti
výzvou,výzvou
včera,včera
včetně,včítane
včetně,vrátane
věrný,verný
věrně,verne
věta,veta
větev,konár
věty,vety
větší,väčšia
větší,väčší
větší,väčšie
vězení,väznica
věřit,veriť
všechny,všetky
všechny,všetkých
všeobecná,všeobecná
všeobecné,všeobecné
všimli,všimli
všimne,všimne
zabijáci,vrahovia
zabijáci,zabijaci
zabil,zabil
zabili,zabili
zabit,zabiť
zabita,zabitá
zabráněno,zabránené
zachránce,záchranca
zacílení,zacielenie
zadarmo,zadarmo
zadek,zadok
zahraniční,zahraničné
zahrnut,zahrnúť
zahynout,zahynúť
zajímá,zaujíma
zakončená,zakončená
zakázaných,zakázaných
zakázat,vypnúť
založeného,založeného
zamítnout,odmietnuť
zamítnout,zamietnuť
zamítnuto,odmietnuté
zamítnuto,zamietnuté
zaměstnavatel,zamestnávateľ
zaměstnavatele,zamestnávateľa
zanikla,zanikla
zaplatili,zaplatili
zapnout,zapnúť
zapojených,zapojených
zapojili,zapojili
zasedání,zasadanie
zasedání,zasadnutie
zasedání,stretnutie
zasnoubená,zasnúbená
zastavil,zastavil
zastaví,zastaví
zavedený,zavedený
zavěšení,zavesenie
zavřené,zavreté
zavřené,zatvorené
začínal,začínal
zařazení,zaradenie
zařízený,zariadený
zažili,zažili
zblízka,zblízka
zboží,tovar
zbývat,zostávať
zcela,totálne
zcela,kompletne
zcela,úplne
zdali,zdali
zde,sem
zde,tuto
zde,tu
zdolal,zdolal
zdůvodnit,zdôvodniť
zedník,murár
zejména,obzvlášť
zejména,hlavne
zejména,zvlášť
zejména,najmä
zeleninové,zeleninové
zeleniny,zeleniny
zelí,kapusta
zem,zem
země,zeme
země,pozemky
země,zem
země,pozemok
země,pôda
země,krajiny
země,pôdy
země,zemi
země,štáty
země,krajina
zemědělství,agrikultúra
zemědělství,poľnohospodárstvo
zemřel,umrel
zemřel,zomrel
zima,zima
zimou,zimou
zimy,zimy
zjednodušuje,zjednodušuje
zjevení,odhalenie
zjevení,zjavenia
zjišťování,zisťovanie
zjišťování,detekcia
zkrácená,skrátená
zkrácené,skrátené
zkrátit,skrátiť
zkáza,záhuba
zkáza,skaza
zla,zla
zlatou,zlatou
zlaté,zlaté
zlepšení,zlepšení
zlomil,zlomil
zločin,zločin
zmíněna,spomenutá
zmíněná,zmienená
změřit,zmerať
změřit,odmerať
znaku,znaku
znamená,znamená
značkami,značkami
značkové,značkové
značné,značné
zničila,zničila
zničit,ničiť
zničit,zničiť
znovu,znovu
znovuzvolení,znovuzvolenie
známa,známa
známka,známka
známí,známi
známý,známy
znát,poznať
zobrazené,zobrazené
zobrazí,zobrazí
zotavení,zotavenie
zoufalství,zúfalstvo
zpověď,spoveď
zpověď,priznanie
zpoždení,opozdenie
zpoždění,oneskorenie
zpíval,spieval
zpívat,spievať
způsobilé,oprávnené
způsobilé,spôsobilé
zralý,dospelý
zralý,zrelý
zrušena,zrušená
zrušila,zrušila
zrušili,zrušili
ztracen,stratený
ztracena,stratená
ztraceno,stratené
ztratit,prehrať
ztratit,stratiť
ztrát,prehier
ztráta,prehra
ztráta,strata
zuřivý,zúrivý
zvoleného,zvoleného
zvolení,zvolení
zvukové,zvukové
zvýšením,zvýšením
zvýšila,zvýšila
zvědavá,zvedavá
zvědavý,zvedavý
zábavné,zábavné
zábavu,zábavu
záchranného,záchranného
záchranných,záchranných
záchvat,záchvat
zájemce,záujemca
zákazníci,zákazníci
zákazníky,zákazníkov
základní,základný
zákon,zákon
zákonu,zákonu
zákroky,zákroky
záleží,záleží
zámek,zámok
zámek,zámka
zápis,zápis
zároveň,zároveň
zárukou,zárukou
zásada,zásada
zásluhou,zásluhou
zásob,zásob
zásobníky,zásobníky
závazek,záväzok
závazná,záväzná
závazné,záväzné
záznamu,záznamu
záře,žiara
září,september
získané,získané
zóny,zóny
zúčastnil,zúčastnil
zúčastnili,zúčastnili
zúčastnilo,zúčastnilo
zúžení,zúženie
zůstatek,zostatok
zůstatku,zostatku
éru,éru
úctou,úctou
úcty,úcty
údaj,údaj
údaje,údaje
údolí,údolí
údržba,údržba
úhradu,úhradu
úložným,úložným
úmrtí,smrť
úmrtí,úmrtia
úmrtí,úmrtie
úmyslně,zámerne
únor,február
úplná,úplná
úplným,úplným
úrovní,úrovní
úseku,úseku
úspěšnost,úspešnosť
úspěšný,úspešný
ústava,ústava
ústavní,ústavný
ústavu,ústavu
úterí,utorok
útočníci,útočníci
útočník,útočník
útulek,útulok
útulek,prístrešok
útvary,útvary
úvahy,úvahy
území,územie
území,teritórium
území,územia
účastí,účastí
účelové,účelové
účesy,účesy
účinné,efektívne
úředník,úradník
úžasný,úžasný
čas,čas
časové,časové
časových,časových
čele,čele
čelit,čeliť
čelí,čelia
čerpadla,čerpadla
červen,jún
červenec,júl
česka,česka
česku,česku
česká,česká
české,české
českým,českým
čestný,čestný
čestným,čestným
čestně,čestne
či,či
čin,čin
činných,činných
činy,činy
čistota,čistota
čistotu,čistotu
čisté,čisté
člena,člena
členským,členským
člověk,človek
člověka,človeka
čtenáři,čitatelia
čtu,čítam
čtvrtek,štvrtok
čtyři,štyri
čtyři,štyria
čubka,suka
čáp,bocian
část,časť
části,časti
